# Particle hit data
# each point represents a hit with specified energy (in 1/s)
836.0, 327.0, 388.0, 571.0, 775.0, 877.0, 286.0, 388.0, 796.0, 714.0
306.0, 571.0, 877.0, 571.0, 612.0, 775.0, 877.0, 327.0, 592.0, 286.0
877.0, 836.0, 877.0, 877.0, 612.0, 286.0, 306.0, 306.0, 734.0, 327.0
327.0, 327.0, 571.0, 714.0, 775.0, 306.0, 388.0, 775.0, 286.0, 388.0
469.0, 286.0, 612.0, 571.0, 612.0, 612.0, 306.0, 123.0, 571.0, 327.0
327.0, 877.0, 877.0, 388.0, 592.0, 592.0, 775.0, 286.0, 877.0, 612.0
877.0, 877.0, 306.0, 775.0, 388.0, 327.0, 592.0, 306.0, 306.0, 531.0
612.0, 612.0, 204.0, 592.0, 775.0, 877.0, 388.0, 836.0, 531.0, 184.0
286.0, 877.0, 469.0, 612.0, 775.0, 531.0, 714.0, 571.0, 286.0, 347.0
571.0, 592.0, 796.0, 327.0, 877.0, 204.0, 327.0, 531.0, 347.0, 612.0
306.0, 347.0, 877.0, 796.0, 388.0, 571.0, 286.0, 612.0, 796.0, 469.0
469.0, 714.0, 469.0, 571.0, 714.0, 877.0, 531.0, 877.0, 245.0, 347.0
286.0, 877.0, 531.0, 286.0, 592.0, 306.0, 796.0, 592.0, 877.0, 612.0
877.0, 612.0, 877.0, 347.0, 469.0, 877.0, 877.0, 836.0, 877.0, 306.0
306.0, 469.0, 796.0, 184.0, 286.0, 184.0, 347.0, 388.0, 571.0, 877.0
388.0, 775.0, 612.0, 204.0, 388.0, 877.0, 469.0, 714.0, 877.0, 286.0
877.0, 306.0, 347.0, 347.0, 184.0, 388.0, 796.0, 286.0, 592.0, 347.0
612.0, 877.0, 388.0, 531.0, 612.0, 775.0, 306.0, 612.0, 306.0, 306.0
327.0, 775.0, 877.0, 612.0, 388.0, 327.0, 531.0, 612.0, 531.0, 327.0
469.0, 204.0, 714.0, 796.0, 714.0, 877.0, 286.0, 796.0, 714.0, 877.0
469.0, 775.0, 877.0, 612.0, 571.0, 775.0, 571.0, 612.0, 612.0, 347.0
775.0, 306.0, 714.0, 877.0, 204.0, 469.0, 877.0, 388.0, 796.0, 388.0
796.0, 306.0, 612.0, 306.0, 775.0, 592.0, 877.0, 327.0, 571.0, 836.0
306.0, 347.0, 612.0, 796.0, 877.0, 469.0, 734.0, 327.0, 592.0, 877.0
306.0, 571.0, 836.0, 286.0, 571.0, 592.0, 714.0, 877.0, 286.0, 286.0
306.0, 877.0, 877.0, 571.0, 775.0, 775.0, 775.0, 306.0, 306.0, 327.0
388.0, 286.0, 306.0, 592.0, 775.0, 877.0, 877.0, 286.0, 877.0, 836.0
306.0, 877.0, 388.0, 734.0, 204.0, 388.0, 204.0, 714.0, 734.0, 347.0
612.0, 775.0, 836.0, 775.0, 592.0, 306.0, 612.0, 571.0, 796.0, 571.0
612.0, 714.0, 388.0, 388.0, 612.0, 877.0, 327.0, 388.0, 531.0, 734.0
612.0, 775.0, 286.0, 388.0, 775.0, 877.0, 796.0, 877.0, 775.0, 796.0
306.0, 775.0, 796.0, 877.0, 204.0, 388.0, 877.0, 836.0, 836.0, 286.0
388.0, 612.0, 286.0, 306.0, 571.0, 592.0, 347.0, 877.0, 286.0, 877.0
388.0, 286.0, 469.0, 327.0, 612.0, 592.0, 775.0, 347.0, 592.0, 796.0
367.0, 184.0, 286.0, 204.0, 286.0, 877.0, 612.0, 388.0, 877.0, 286.0
592.0, 775.0, 734.0, 306.0, 327.0, 204.0, 571.0, 612.0, 592.0, 592.0
571.0, 612.0, 327.0, 286.0, 286.0, 877.0, 877.0, 592.0, 877.0, 592.0
612.0, 123.0, 347.0, 612.0, 775.0, 877.0, 184.0, 204.0, 306.0, 592.0
612.0, 347.0, 877.0, 388.0, 286.0, 612.0, 877.0, 204.0, 327.0, 306.0
531.0, 877.0, 877.0, 571.0, 612.0, 836.0, 286.0, 592.0, 877.0, 204.0
592.0, 877.0, 204.0, 775.0, 571.0, 877.0, 123.0, 347.0, 836.0, 836.0
286.0, 306.0, 306.0, 877.0, 612.0, 204.0, 612.0, 796.0, 204.0, 592.0
612.0, 612.0, 592.0, 327.0, 286.0, 347.0, 612.0, 775.0, 592.0, 612.0
571.0, 592.0, 714.0, 877.0, 286.0, 347.0, 775.0, 592.0, 592.0, 877.0
796.0, 796.0, 775.0, 286.0, 592.0, 714.0, 796.0, 836.0, 245.0, 571.0
592.0, 775.0, 204.0, 327.0, 877.0, 204.0, 796.0, 571.0, 612.0, 734.0
388.0, 388.0, 571.0, 286.0, 347.0, 714.0, 612.0, 571.0, 734.0, 571.0
286.0, 592.0, 877.0, 204.0, 469.0, 531.0, 612.0, 306.0, 877.0, 327.0
388.0, 775.0, 571.0, 775.0, 775.0, 592.0, 877.0, 388.0, 469.0, 796.0
327.0, 286.0, 531.0, 592.0, 877.0, 123.0, 734.0, 388.0, 714.0, 877.0
612.0, 327.0, 469.0, 469.0, 612.0, 347.0, 347.0, 734.0, 123.0, 306.0
612.0, 571.0, 877.0, 286.0, 347.0, 796.0, 388.0, 734.0, 836.0, 347.0
388.0, 592.0, 877.0, 775.0, 714.0, 571.0, 286.0, 306.0, 877.0, 775.0
836.0, 347.0, 347.0, 877.0, 877.0, 571.0, 877.0, 347.0, 469.0, 592.0
714.0, 592.0, 714.0, 592.0, 877.0, 612.0, 204.0, 775.0, 877.0, 877.0
306.0, 571.0, 592.0, 571.0, 714.0, 877.0, 714.0, 204.0, 612.0, 347.0
836.0, 204.0, 347.0, 796.0, 306.0, 592.0, 592.0, 592.0, 877.0, 571.0
531.0, 836.0, 877.0, 714.0, 286.0, 204.0, 327.0, 286.0, 592.0, 796.0
877.0, 714.0, 469.0, 204.0, 592.0, 612.0, 306.0, 612.0, 347.0, 204.0
184.0, 286.0, 571.0, 714.0, 714.0, 306.0, 571.0, 306.0, 592.0, 204.0
877.0, 734.0, 123.0, 714.0, 796.0, 836.0, 286.0, 571.0, 286.0, 571.0
286.0, 796.0, 286.0, 612.0, 877.0, 775.0, 367.0, 306.0, 714.0, 204.0
306.0, 306.0, 775.0, 877.0, 796.0, 571.0, 612.0, 877.0, 347.0, 184.0
286.0, 877.0, 347.0, 347.0, 388.0, 306.0, 612.0, 388.0, 469.0, 592.0
877.0, 347.0, 612.0, 571.0, 877.0, 592.0, 775.0, 347.0, 306.0, 286.0
612.0, 327.0, 877.0, 571.0, 531.0, 612.0, 796.0, 796.0, 123.0, 571.0
347.0, 531.0, 592.0, 877.0, 877.0, 531.0, 612.0, 775.0, 347.0, 592.0
204.0, 734.0, 877.0, 612.0, 612.0, 592.0, 592.0, 877.0, 286.0, 796.0
836.0, 714.0, 571.0, 836.0, 877.0, 347.0, 612.0, 286.0, 347.0, 612.0
204.0, 367.0
